"","id","Clone.1","Clone.2","Freq.clone.1","Freq.clone.2","Rep","rand","run","day","rt_ml","algae_ml","pred_freq_clone.1","pred_freq_clone.2","treat"
"1892",292,"CR2","CR6",0.6,0.4,10,109,3,0,4,385000,0.6,0.4,"Treatment"
"1893",293,"CR2","CR7",0.6,0.4,2,108,3,0,4,385000,0.6,0.4,"Treatment"
"1894",294,"CR1","CR6",1,0,3,107,3,0,4,385000,1,0,"Control"
"1896",296,"CR1","CR6",0.7,0.3,4,105,3,0,4,385000,0.7,0.3,"Treatment"
"1899",299,"CR1","CR7",0.6,0.4,2,102,3,0,4,385000,0.6,0.4,"Treatment"
"1900",300,"CR1","CR7",0.8,0.2,4,101,3,0,4,385000,0.8,0.2,"Treatment"
"1901",201,"CR2","CR7",0.7,0.3,9,200,3,1,4.6,740633.484162896,NA,NA,"Treatment"
"1903",203,"CR1","CR7",0.8,0.2,3,198,3,1,5.8,749562.594027149,NA,NA,"Treatment"
"1904",204,"CR2","CR7",0.6,0.4,8,197,3,1,4.8,537556.561085973,NA,NA,"Treatment"
"1905",205,"CR1","CR6",1,0,9,196,3,1,4.6,768808.446515837,NA,NA,"Control"
"1908",208,"CR2","CR6",0.9,0.1,10,193,3,1,2.8,484162.895945701,NA,NA,"Treatment"
"1910",210,"CR2","CR6",1,0,9,191,3,1,5.2,921568.627330317,NA,NA,"Control"
"1913",213,"CR1","CR7",0.6,0.4,3,188,3,1,4.4,869803.921628959,NA,NA,"Treatment"
"1915",215,"CR2","CR6",0.9,0.1,1,186,3,1,4.8,596862.744977375,NA,NA,"Treatment"
"1916",216,"CR2","CR7",0.8,0.2,5,185,3,1,3.6,547752.639638009,NA,NA,"Treatment"
"1919",219,"CR1","CR6",0.9,0.1,6,182,3,1,4.6,711734.540090498,NA,NA,"Treatment"
"1920",220,"CR2","CR7",0.9,0.1,1,181,3,1,5.4,535565.610841629,NA,NA,"Treatment"
"1922",222,"CR1","CR6",0.7,0.3,9,179,3,1,2.4,580814.479819004,NA,NA,"Treatment"
"1926",226,"CR1","CR6",0.9,0.1,8,175,3,1,3.8,620633.484162896,NA,NA,"Treatment"
"1931",231,"CR1","CR7",0.7,0.3,4,170,3,1,3.6,766515.837285068,NA,NA,"Treatment"
"1932",232,"CR2","CR6",0.8,0.2,10,169,3,1,5.4,761387.631855204,NA,NA,"Treatment"
"1937",237,"CR1","CR7",0.7,0.3,5,164,3,1,4.4,606395.173574661,NA,NA,"Treatment"
"1940",240,"CR2","CR6",0.7,0.3,1,161,3,1,3.8,559758.672760181,NA,NA,"Treatment"
"1941",241,"CR2","CR7",0.7,0.3,5,160,3,1,0.2,631975.867330317,NA,NA,"Treatment"
"1946",246,"CR1","CR7",0.6,0.4,5,155,3,1,4.8,753725.490135746,NA,NA,"Treatment"
"1950",250,"CR1","CR7",0.8,0.2,1,151,3,1,3.4,707390.648687783,NA,NA,"Treatment"
"1953",253,"CR1","CR6",0.9,0.1,2,148,3,1,4,645429.864434389,NA,NA,"Treatment"
"1955",255,"CR1","CR7",0.8,0.2,10,146,3,1,4,1008929.11004525,NA,NA,"Treatment"
"1956",256,"CR2","CR6",0.9,0.1,5,145,3,1,5.4,691945.70117647,NA,NA,"Treatment"
"1957",257,"CR2","CR6",0.9,0.1,2,144,3,1,4.4,593303.16760181,NA,NA,"Treatment"
"1961",261,"CR1","CR7",0.6,0.4,6,140,3,1,5.2,926455.505158371,NA,NA,"Treatment"
"1962",262,"CR1","CR6",0.6,0.4,4,139,3,1,2.2,652006.033303167,NA,NA,"Treatment"
"1969",269,"CR1","CR7",0.9,0.1,8,132,3,1,3.8,545822.020995475,NA,NA,"Treatment"
"1971",271,"CR2","CR7",0.9,0.1,10,130,3,1,1,604404.223167421,NA,NA,"Treatment"
"1972",272,"CR2","CR6",1,0,10,129,3,1,2.8,676500.754208145,NA,NA,"Control"
"1973",273,"CR2","CR6",1,0,4,128,3,1,3.2,869562.594027149,NA,NA,"Control"
"1975",275,"CR1","CR7",0.6,0.4,4,126,3,1,3,880542.986606335,NA,NA,"Treatment"
"1976",276,"CR2","CR7",0.8,0.2,10,125,3,1,3.2,803499.245972851,NA,NA,"Treatment"
"1979",279,"CR2","CR7",0.9,0.1,4,122,3,1,4.6,732247.360723982,NA,NA,"Treatment"
"1980",280,"CR1","CR6",0.9,0.1,7,121,3,1,3.6,753966.817737556,NA,NA,"Treatment"
"1982",282,"CR1","CR6",0.8,0.2,1,119,3,1,3,999034.690859728,NA,NA,"Treatment"
"1984",284,"CR2","CR7",0.7,0.3,1,117,3,1,2.2,716380.090316742,NA,NA,"Treatment"
"1988",288,"CR2","CR6",0.7,0.3,5,113,3,1,2.8,756561.085791855,NA,NA,"Treatment"
"1990",290,"CR1","CR6",0.6,0.4,2,111,3,1,4.2,678733.031674208,NA,NA,"Treatment"
"1991",291,"CR1","CR7",0,1,5,110,3,1,3.6,1134358.97429864,NA,NA,"Control"
"1992",292,"CR2","CR6",0.6,0.4,10,109,3,1,3.2,487300.15080543,NA,NA,"Treatment"
"1993",293,"CR2","CR7",0.6,0.4,2,108,3,1,1.4,475957.767746606,NA,NA,"Treatment"
"1994",294,"CR1","CR6",1,0,3,107,3,1,4.6,1253634.99257919,NA,NA,"Control"
"1996",296,"CR1","CR6",0.7,0.3,4,105,3,1,5.2,586244.344072398,NA,NA,"Treatment"
"1999",299,"CR1","CR7",0.6,0.4,2,102,3,1,6.8,933152.338099547,NA,NA,"Treatment"
"2000",300,"CR1","CR7",0.8,0.2,4,101,3,1,4.2,983529.41158371,NA,NA,"Treatment"
"2001",201,"CR2","CR7",0.7,0.3,9,200,3,2,5.2,780814.479638009,NA,NA,"Treatment"
"2003",203,"CR1","CR7",0.8,0.2,3,198,3,2,5.8,1290135.74660633,0.427916454406521,0.572083545593479,"Treatment"
"2004",204,"CR2","CR7",0.6,0.4,8,197,3,2,4.2,888929.110045249,0.521367521367521,0.478632478632479,"Treatment"
"2005",205,"CR1","CR6",1,0,9,196,3,2,4.2,1132066.36506787,NA,NA,"Control"
"2008",208,"CR2","CR6",0.9,0.1,10,193,3,2,6,864253.393846154,0.303992303992304,0.696007696007696,"Treatment"
"2010",210,"CR2","CR6",1,0,9,191,3,2,6.2,5128.2051279638,NA,NA,"Control"
"2013",213,"CR1","CR7",0.6,0.4,3,188,3,2,5,1453212.66950226,0.569109461966605,0.430890538033395,"Treatment"
"2015",215,"CR2","CR6",0.9,0.1,1,186,3,2,2.8,718431.372488688,0.363398692810458,0.636601307189542,"Treatment"
"2016",216,"CR2","CR7",0.8,0.2,5,185,3,2,4.4,223288.084452489,0.652329749103943,0.347670250896057,"Treatment"
"2019",219,"CR1","CR6",0.9,0.1,6,182,3,2,6.2,712398.190045249,0.479838709677419,0.520161290322581,"Treatment"
"2020",220,"CR2","CR7",0.9,0.1,1,181,3,2,6.4,722714.932126697,0.516512549537649,0.483487450462351,"Treatment"
"2022",222,"CR1","CR6",0.7,0.3,9,179,3,2,4.2,1146365.00742081,NA,NA,"Treatment"
"2026",226,"CR1","CR6",0.9,0.1,8,175,3,2,4.8,1123016.59113122,NA,NA,"Treatment"
"2031",231,"CR1","CR7",0.7,0.3,4,170,3,2,3.6,925791.85520362,0.228846153846154,0.771153846153846,"Treatment"
"2032",232,"CR2","CR6",0.8,0.2,10,169,3,2,5.2,474027.149321267,NA,NA,"Treatment"
"2037",237,"CR1","CR7",0.7,0.3,5,164,3,2,5.4,958853.695384615,0.730706075533662,0.269293924466338,"Treatment"
"2040",240,"CR2","CR6",0.7,0.3,1,161,3,2,5.8,404404.223239819,0.530976548827441,0.469023451172559,"Treatment"
"2041",241,"CR2","CR7",0.7,0.3,5,160,3,2,4.4,760663.650135747,0.545688545688546,0.454311454311454,"Treatment"
"2046",246,"CR1","CR7",0.6,0.4,5,155,3,2,3,965791.855384615,0.329249617151608,0.670750382848392,"Treatment"
"2050",250,"CR1","CR7",0.8,0.2,1,151,3,2,8.2,1112398.19022624,0.288354253835425,0.711645746164575,"Treatment"
"2053",253,"CR1","CR6",0.9,0.1,2,148,3,2,3.2,1146606.33502262,NA,NA,"Treatment"
"2055",255,"CR1","CR7",0.8,0.2,10,146,3,2,5.4,1148657.61665158,0.423,0.577,"Treatment"
"2056",256,"CR2","CR6",0.9,0.1,5,145,3,2,6.2,748416.289411765,0.728749323226854,0.271250676773146,"Treatment"
"2057",257,"CR2","CR6",0.9,0.1,2,144,3,2,5.2,468657.616886878,0.733455882352941,0.266544117647059,"Treatment"
"2061",261,"CR1","CR7",0.6,0.4,6,140,3,2,5.6,921025.640904977,0.686029411764706,0.313970588235294,"Treatment"
"2062",262,"CR1","CR6",0.6,0.4,4,139,3,2,4,534298.642533937,0.395476353666895,0.604523646333105,"Treatment"
"2069",269,"CR1","CR7",0.9,0.1,8,132,3,2,2.8,566998.49158371,0.357285429141717,0.642714570858283,"Treatment"
"2071",271,"CR2","CR7",0.9,0.1,10,130,3,2,6.4,516319.758678733,NA,NA,"Treatment"
"2072",272,"CR2","CR6",1,0,10,129,3,2,5.4,840603.318190045,NA,NA,"Control"
"2073",273,"CR2","CR6",1,0,4,128,3,2,3.8,1016410.25647059,NA,NA,"Control"
"2075",275,"CR1","CR7",0.6,0.4,4,126,3,2,6.6,1073785.82226244,0.3102,0.6898,"Treatment"
"2076",276,"CR2","CR7",0.8,0.2,10,125,3,2,3.8,587692.307511312,0.754041570438799,0.245958429561201,"Treatment"
"2079",279,"CR2","CR7",0.9,0.1,4,122,3,2,5.4,504555.052778281,0.601063829787234,0.398936170212766,"Treatment"
"2080",280,"CR1","CR6",0.9,0.1,7,121,3,2,2.8,785339.366334842,0.347328244274809,0.652671755725191,"Treatment"
"2082",282,"CR1","CR6",0.8,0.2,1,119,3,2,6.4,807360.482714932,NA,NA,"Treatment"
"2084",284,"CR2","CR7",0.7,0.3,1,117,3,2,6,581598.793303167,NA,NA,"Treatment"
"2088",288,"CR2","CR6",0.7,0.3,5,113,3,2,5.8,631734.539728507,0.630434782608696,0.369565217391304,"Treatment"
"2090",290,"CR1","CR6",0.6,0.4,2,111,3,2,5.2,644042.232217194,0.593131188118812,0.406868811881188,"Treatment"
"2091",291,"CR1","CR7",0,1,5,110,3,2,3,1452609.35131222,NA,NA,"Control"
"2092",292,"CR2","CR6",0.6,0.4,10,109,3,2,4.6,534539.969809955,0.414908579465541,0.585091420534459,"Treatment"
"2093",293,"CR2","CR7",0.6,0.4,2,108,3,2,3.2,615565.611040724,0.455169455169455,0.544830544830545,"Treatment"
"2094",294,"CR1","CR6",1,0,3,107,3,2,3.8,1770678.73303167,NA,NA,"Control"
"2096",296,"CR1","CR6",0.7,0.3,4,105,3,2,6.4,1232639.51728507,0.370069605568445,0.629930394431555,"Treatment"
"2099",299,"CR1","CR7",0.6,0.4,2,102,3,2,8.2,1315837.1038914,NA,NA,"Treatment"
"2100",300,"CR1","CR7",0.8,0.2,4,101,3,2,6.6,1218521.87022624,0.37046745303626,0.62953254696374,"Treatment"
"2101",201,"CR2","CR7",0.7,0.3,9,200,3,3,8,751674.207963801,0.633816425120773,0.366183574879227,"Treatment"
"2103",203,"CR1","CR7",0.8,0.2,3,198,3,3,11,674328.808506787,0.704891740176423,0.295108259823577,"Treatment"
"2104",204,"CR2","CR7",0.6,0.4,8,197,3,3,11.2,797285.067692308,0.646742780389523,0.353257219610477,"Treatment"
"2105",205,"CR1","CR6",1,0,9,196,3,3,5.4,655022.624253394,NA,NA,"Control"
"2108",208,"CR2","CR6",0.9,0.1,10,193,3,3,6.2,628235.294117647,0.844213649851632,0.155786350148368,"Treatment"
"2110",210,"CR2","CR6",1,0,9,191,3,3,6.6,2292.60935131222,NA,NA,"Control"
"2113",213,"CR1","CR7",0.6,0.4,3,188,3,3,10,1042895.92778281,NA,NA,"Treatment"
"2115",215,"CR2","CR6",0.9,0.1,1,186,3,3,8.2,451101.055819004,0.772435897435897,0.227564102564103,"Treatment"
"2116",216,"CR2","CR7",0.8,0.2,5,185,3,3,10.4,603438.913846154,0.620779220779221,0.379220779220779,"Treatment"
"2119",219,"CR1","CR6",0.9,0.1,6,182,3,3,6.4,573212.669864253,0.286852589641434,0.713147410358566,"Treatment"
"2120",220,"CR2","CR7",0.9,0.1,1,181,3,3,5.8,489713.423837104,0.745421245421245,0.254578754578755,"Treatment"
"2122",222,"CR1","CR6",0.7,0.3,9,179,3,3,7.2,733152.337737557,0.352,0.648,"Treatment"
"2126",226,"CR1","CR6",0.9,0.1,8,175,3,3,2.4,429924.585230769,0.600642398286938,0.399357601713062,"Treatment"
"2131",231,"CR1","CR7",0.7,0.3,4,170,3,3,3.8,803800.90479638,NA,NA,"Treatment"
"2132",232,"CR2","CR6",0.8,0.2,10,169,3,3,7.8,628597.285248869,0.665036674816626,0.334963325183374,"Treatment"
"2137",237,"CR1","CR7",0.7,0.3,5,164,3,3,5.4,515535.444923077,0.37956487956488,0.62043512043512,"Treatment"
"2140",240,"CR2","CR6",0.7,0.3,1,161,3,3,7.6,640000.000180995,0.645481628599801,0.354518371400199,"Treatment"
"2141",241,"CR2","CR7",0.7,0.3,5,160,3,3,7,759276.017918552,0.782934131736527,0.217065868263473,"Treatment"
"2146",246,"CR1","CR7",0.6,0.4,5,155,3,3,5.6,930739.06479638,0.250700280112045,0.749299719887955,"Treatment"
"2150",250,"CR1","CR7",0.8,0.2,1,151,3,3,10.6,767420.814298642,NA,NA,"Treatment"
"2153",253,"CR1","CR6",0.9,0.1,2,148,3,3,3.6,832277.526515837,0.706666666666667,0.293333333333333,"Treatment"
"2155",255,"CR1","CR7",0.8,0.2,10,146,3,3,9.8,886576.169049774,0.455938697318008,0.544061302681992,"Treatment"
"2156",256,"CR2","CR6",0.9,0.1,5,145,3,3,4.8,727179.487058823,0.939914163090129,0.0600858369098712,"Treatment"
"2157",257,"CR2","CR6",0.9,0.1,2,144,3,3,5.4,656953.242895928,NA,NA,"Treatment"
"2161",261,"CR1","CR7",0.6,0.4,6,140,3,3,2.6,1072941.17647059,0.273875694795351,0.726124305204649,"Treatment"
"2162",262,"CR1","CR6",0.6,0.4,4,139,3,3,4.6,958310.708959276,NA,NA,"Treatment"
"2169",269,"CR1","CR7",0.9,0.1,8,132,3,3,4.4,714630.467511312,0.715492957746479,0.284507042253521,"Treatment"
"2171",271,"CR2","CR7",0.9,0.1,10,130,3,3,4.4,664012.066425339,0.889322916666667,0.110677083333333,"Treatment"
"2172",272,"CR2","CR6",1,0,10,129,3,3,NA,892066.365067873,NA,NA,"Control"
"2173",273,"CR2","CR6",1,0,4,128,3,3,NA,827631.975746606,NA,NA,"Control"
"2175",275,"CR1","CR7",0.6,0.4,4,126,3,3,5.6,900935.143167421,0.320119225037258,0.679880774962742,"Treatment"
"2176",276,"CR2","CR7",0.8,0.2,10,125,3,3,5,749502.262262443,0.819054146675805,0.180945853324195,"Treatment"
"2179",279,"CR2","CR7",0.9,0.1,4,122,3,3,4.4,764826.546244344,0.9029374201788,0.0970625798212005,"Treatment"
"2180",280,"CR1","CR6",0.9,0.1,7,121,3,3,3.2,824193.061900452,0.698630136986301,0.301369863013699,"Treatment"
"2182",282,"CR1","CR6",0.8,0.2,1,119,3,3,4.2,953665.158190045,0.516425755584757,0.483574244415243,"Treatment"
"2184",284,"CR2","CR7",0.7,0.3,1,117,3,3,3.2,942503.770859728,0.776351351351351,0.223648648648649,"Treatment"
"2188",288,"CR2","CR6",0.7,0.3,5,113,3,3,4,827631.975746606,0.821162444113264,0.178837555886736,"Treatment"
"2190",290,"CR1","CR6",0.6,0.4,2,111,3,3,5.8,924162.895927602,0.419845485272815,0.580154514727185,"Treatment"
"2191",291,"CR1","CR7",0,1,5,110,3,3,6.4,1530075.41484163,NA,NA,"Control"
"2192",292,"CR2","CR6",0.6,0.4,10,109,3,3,3.6,723378.582081448,0.838192419825073,0.161807580174927,"Treatment"
"2193",293,"CR2","CR7",0.6,0.4,2,108,3,3,3.4,816591.251945701,0.78584229390681,0.21415770609319,"Treatment"
"2194",294,"CR1","CR6",1,0,3,107,3,3,3.4,1103167.42099548,NA,NA,"Control"
"2196",296,"CR1","CR6",0.7,0.3,4,105,3,3,8.2,1128687.78298643,NA,NA,"Treatment"
"2199",299,"CR1","CR7",0.6,0.4,2,102,3,3,5.8,600422.322895927,0.398148148148148,0.601851851851852,"Treatment"
"2200",300,"CR1","CR7",0.8,0.2,4,101,3,3,6.8,1176711.91547511,0.524731182795699,0.475268817204301,"Treatment"
"2201",201,"CR2","CR7",0.7,0.3,9,200,3,4,4.8,717224.736108597,0.753020134228188,0.246979865771812,"Treatment"
"2203",203,"CR1","CR7",0.8,0.2,3,198,3,4,8.8,665942.684524887,0.24707194645845,0.75292805354155,"Treatment"
"2204",204,"CR2","CR7",0.6,0.4,8,197,3,4,5.2,793182.503891403,0.667878787878788,0.332121212121212,"Treatment"
"2205",205,"CR1","CR6",1,0,9,196,3,4,0.8,798009.049954751,NA,NA,"Control"
"2208",208,"CR2","CR6",0.9,0.1,10,193,3,4,0.8,650859.728687783,0.597063621533442,0.402936378466558,"Treatment"
"2210",210,"CR2","CR6",1,0,9,191,3,4,9.4,773574.660814479,NA,NA,"Control"
"2213",213,"CR1","CR7",0.6,0.4,3,188,3,4,11.2,766696.832579185,0.469043151969981,0.530956848030019,"Treatment"
"2215",215,"CR2","CR6",0.9,0.1,1,186,3,4,7,746606.334841629,0.632097334878331,0.367902665121669,"Treatment"
"2216",216,"CR2","CR7",0.8,0.2,5,185,3,4,6.4,806636.500995475,0.897876643073812,0.102123356926188,"Treatment"
"2219",219,"CR1","CR6",0.9,0.1,6,182,3,4,6.2,759215.686153846,0.4368,0.5632,"Treatment"
"2220",220,"CR2","CR7",0.9,0.1,1,181,3,4,9,822202.111493213,0.907394113424264,0.0926058865757358,"Treatment"
"2222",222,"CR1","CR6",0.7,0.3,9,179,3,4,10.8,806817.496289593,0.4654,0.5346,"Treatment"
"2226",226,"CR1","CR6",0.9,0.1,8,175,3,4,8,789562.594208145,0.539962388340386,0.460037611659614,"Treatment"
"2231",231,"CR1","CR7",0.7,0.3,4,170,3,4,6,702202.111493213,0.439461883408072,0.560538116591928,"Treatment"
"2232",232,"CR2","CR6",0.8,0.2,10,169,3,4,8.4,640000.000180995,NA,NA,"Treatment"
"2237",237,"CR1","CR7",0.7,0.3,5,164,3,4,4,788657.616651584,0.7056,0.2944,"Treatment"
"2240",240,"CR2","CR6",0.7,0.3,1,161,3,4,10.8,743107.089230769,0.686621315192744,0.313378684807256,"Treatment"
"2241",241,"CR2","CR7",0.7,0.3,5,160,3,4,6.8,729713.423891403,0.824578790882061,0.175421209117939,"Treatment"
"2246",246,"CR1","CR7",0.6,0.4,5,155,3,4,8.6,982564.10280543,0.302622730329523,0.697377269670477,"Treatment"
"2250",250,"CR1","CR7",0.8,0.2,1,151,3,4,13.4,775263.951855203,0.347245409015025,0.652754590984975,"Treatment"
"2253",253,"CR1","CR6",0.9,0.1,2,148,3,4,6,760180.995475113,0.436764261998189,0.563235738001811,"Treatment"
"2255",255,"CR1","CR7",0.8,0.2,10,146,3,4,9.4,858763.197828054,0.271589991928975,0.728410008071025,"Treatment"
"2256",256,"CR2","CR6",0.9,0.1,5,145,3,4,10,599819.004705882,0.668133249528598,0.331866750471402,"Treatment"
"2257",257,"CR2","CR6",0.9,0.1,2,144,3,4,8.6,585701.357647059,0.740612362796072,0.259387637203928,"Treatment"
"2261",261,"CR1","CR7",0.6,0.4,6,140,3,4,7,684705.882352941,NA,NA,"Treatment"
"2262",262,"CR1","CR6",0.6,0.4,4,139,3,4,6.6,816168.929049774,0.714025500910747,0.285974499089253,"Treatment"
"2269",269,"CR1","CR7",0.9,0.1,8,132,3,4,6.4,528989.441918552,0.502232142857143,0.497767857142857,"Treatment"
"2271",271,"CR2","CR7",0.9,0.1,10,130,3,4,6.2,745701.357285068,0.6318,0.3682,"Treatment"
"2272",272,"CR2","CR6",1,0,10,129,3,4,2.6,1197285.0678733,NA,NA,"Control"
"2273",273,"CR2","CR6",1,0,4,128,3,4,4.4,999336.349683258,NA,NA,"Control"
"2275",275,"CR1","CR7",0.6,0.4,4,126,3,4,5.8,929170.437285068,0.235078534031414,0.764921465968586,"Treatment"
"2276",276,"CR2","CR7",0.8,0.2,10,125,3,4,4.2,737194.570316742,0.801739130434783,0.198260869565217,"Treatment"
"2279",279,"CR2","CR7",0.9,0.1,4,122,3,4,3.4,649954.751131222,0.912121212121212,0.0878787878787879,"Treatment"
"2280",280,"CR1","CR6",0.9,0.1,7,121,3,4,6.4,903650.075294118,0.6136,0.3864,"Treatment"
"2282",282,"CR1","CR6",0.8,0.2,1,119,3,4,7.6,905399.698099547,0.581224114127934,0.418775885872066,"Treatment"
"2284",284,"CR2","CR7",0.7,0.3,1,117,3,4,6.4,685429.864072398,0.862394274560833,0.137605725439167,"Treatment"
"2288",288,"CR2","CR6",0.7,0.3,5,113,3,4,6.8,601689.291040724,0.833860045146727,0.166139954853273,"Treatment"
"2290",290,"CR1","CR6",0.6,0.4,2,111,3,4,8.4,991734.539728507,0.331657142857143,0.668342857142857,"Treatment"
"2291",291,"CR1","CR7",0,1,5,110,3,4,6.6,2049532.42859728,NA,NA,"Control"
"2292",292,"CR2","CR6",0.6,0.4,10,109,3,4,7.4,831312.21719457,0.857502359232463,0.142497640767537,"Treatment"
"2293",293,"CR2","CR7",0.6,0.4,2,108,3,4,6.4,726455.505339367,0.878986099754702,0.121013900245298,"Treatment"
"2294",294,"CR1","CR6",1,0,3,107,3,4,4,1043378.58244344,NA,NA,"Control"
"2296",296,"CR1","CR6",0.7,0.3,4,105,3,4,9.6,1073122.17176471,0.2722,0.7278,"Treatment"
"2299",299,"CR1","CR7",0.6,0.4,2,102,3,4,8,913001.508054299,0.434199726402189,0.565800273597811,"Treatment"
"2300",300,"CR1","CR7",0.8,0.2,4,101,3,4,8,848024.132850679,0.419981282171268,0.580018717828732,"Treatment"
"2301",201,"CR2","CR7",0.7,0.3,9,200,3,5,10.8,610678.73321267,0.50828729281768,0.49171270718232,"Treatment"
"2303",203,"CR1","CR7",0.8,0.2,3,198,3,5,12.8,793303.167420814,0.778617710583153,0.221382289416847,"Treatment"
"2304",204,"CR2","CR7",0.6,0.4,8,197,3,5,13.6,903167.420633484,0.67590027700831,0.32409972299169,"Treatment"
"2305",205,"CR1","CR6",1,0,9,196,3,5,8.4,557345.399457013,NA,NA,"Control"
"2308",208,"CR2","CR6",0.9,0.1,10,193,3,5,10.4,940030.165791855,0.847619047619048,0.152380952380952,"Treatment"
"2310",210,"CR2","CR6",1,0,9,191,3,5,12.4,594389.140452489,NA,NA,"Control"
"2313",213,"CR1","CR7",0.6,0.4,3,188,3,5,12.2,1001447.96361991,0.621648460774578,0.378351539225422,"Treatment"
"2315",215,"CR2","CR6",0.9,0.1,1,186,3,5,8.6,724464.554932127,NA,NA,"Treatment"
"2316",216,"CR2","CR7",0.8,0.2,5,185,3,5,11.2,850678.733212669,0.763085399449036,0.236914600550964,"Treatment"
"2319",219,"CR1","CR6",0.9,0.1,6,182,3,5,12.6,900754.147873303,NA,NA,"Treatment"
"2320",220,"CR2","CR7",0.9,0.1,1,181,3,5,9.6,716802.41321267,0.823949955317248,0.176050044682752,"Treatment"
"2322",222,"CR1","CR6",0.7,0.3,9,179,3,5,15.8,1035595.77665158,0.630024610336341,0.369975389663659,"Treatment"
"2326",226,"CR1","CR6",0.9,0.1,8,175,3,5,11.6,110829.562588235,0.711301044634378,0.288698955365622,"Treatment"
"2331",231,"CR1","CR7",0.7,0.3,4,170,3,5,6.6,983951.734479638,0.673768308921438,0.326231691078562,"Treatment"
"2332",232,"CR2","CR6",0.8,0.2,10,169,3,5,10,715052.79040724,0.818181818181818,0.181818181818182,"Treatment"
"2337",237,"CR1","CR7",0.7,0.3,5,164,3,5,4.8,1007119.15547511,0.474215246636771,0.525784753363229,"Treatment"
"2340",240,"CR2","CR6",0.7,0.3,1,161,3,5,10.2,921628.959095022,0.710977701543739,0.289022298456261,"Treatment"
"2341",241,"CR2","CR7",0.7,0.3,5,160,3,5,13,942684.766153846,0.753424657534247,0.246575342465753,"Treatment"
"2346",246,"CR1","CR7",0.6,0.4,5,155,3,5,12.4,1106003.01665158,0.521820448877805,0.478179551122195,"Treatment"
"2350",250,"CR1","CR7",0.8,0.2,1,151,3,5,18.6,1112458.52199095,NA,NA,"Treatment"
"2353",253,"CR1","CR6",0.9,0.1,2,148,3,5,8.2,1145701.35746606,0.773882559158633,0.226117440841367,"Treatment"
"2355",255,"CR1","CR7",0.8,0.2,10,146,3,5,14.2,1123800.90515837,0.613318410744264,0.386681589255736,"Treatment"
"2356",256,"CR2","CR6",0.9,0.1,5,145,3,5,9.4,825460.030045249,0.903225806451613,0.0967741935483871,"Treatment"
"2357",257,"CR2","CR6",0.9,0.1,2,144,3,5,12.2,808687.782624434,0.877862595419847,0.122137404580153,"Treatment"
"2361",261,"CR1","CR7",0.6,0.4,6,140,3,5,8.8,1286998.49158371,NA,NA,"Treatment"
"2362",262,"CR1","CR6",0.6,0.4,4,139,3,5,7,1257315.23402715,0.623655913978495,0.376344086021505,"Treatment"
"2369",269,"CR1","CR7",0.9,0.1,8,132,3,5,7.4,897616.892850679,0.682397959183674,0.317602040816327,"Treatment"
"2371",271,"CR2","CR7",0.9,0.1,10,130,3,5,4.8,774057.315475113,NA,NA,"Treatment"
"2372",272,"CR2","CR6",1,0,10,129,3,5,5,926636.500995475,NA,NA,"Control"
"2373",273,"CR2","CR6",1,0,4,128,3,5,5.6,982564.10280543,NA,NA,"Control"
"2375",275,"CR1","CR7",0.6,0.4,4,126,3,5,9.6,1264675.71638009,0.676348547717842,0.323651452282158,"Treatment"
"2376",276,"CR2","CR7",0.8,0.2,10,125,3,5,6,1045671.19167421,0.781875658587987,0.218124341412013,"Treatment"
"2379",279,"CR2","CR7",0.9,0.1,4,122,3,5,6,1105580.69375566,0.817919075144509,0.182080924855491,"Treatment"
"2380",280,"CR1","CR6",0.9,0.1,7,121,3,5,7.8,1285852.18696833,0.962686567164179,0.0373134328358209,"Treatment"
"2382",282,"CR1","CR6",0.8,0.2,1,119,3,5,6.8,1375505.27891403,0.951544518473652,0.0484554815263477,"Treatment"
"2384",284,"CR2","CR7",0.7,0.3,1,117,3,5,9.4,1055625.94262443,0.830985915492958,0.169014084507042,"Treatment"
"2388",288,"CR2","CR6",0.7,0.3,5,113,3,5,12.2,1068235.29393665,0.93134328358209,0.0686567164179104,"Treatment"
"2390",290,"CR1","CR6",0.6,0.4,2,111,3,5,13.2,1350286.57628959,0.898265895953757,0.101734104046243,"Treatment"
"2391",291,"CR1","CR7",0,1,5,110,3,5,4,2287420.81466063,NA,NA,"Control"
"2392",292,"CR2","CR6",0.6,0.4,10,109,3,5,7.4,1196862.74497738,0.891891891891892,0.108108108108108,"Treatment"
"2393",293,"CR2","CR7",0.6,0.4,2,108,3,5,11,920965.309140271,0.651578947368421,0.348421052631579,"Treatment"
"2394",294,"CR1","CR6",1,0,3,107,3,5,2.7027027027027,1056832.57900452,NA,NA,"Control"
"2396",296,"CR1","CR6",0.7,0.3,4,105,3,5,11.4,1288748.11438914,0.965061378659112,0.0349386213408876,"Treatment"
"2399",299,"CR1","CR7",0.6,0.4,2,102,3,5,15.2,1441327.2999095,0.746153846153846,0.253846153846154,"Treatment"
"2400",300,"CR1","CR7",0.8,0.2,4,101,3,5,10.2,1342926.09339366,0.750663129973475,0.249336870026525,"Treatment"
"2401",201,"CR2","CR7",0.7,0.3,9,200,3,6,10,943227.752579185,0.554919908466819,0.445080091533181,"Treatment"
"2403",203,"CR1","CR7",0.8,0.2,3,198,3,6,19.8,1137013.57466063,0.701701093560146,0.298298906439854,"Treatment"
